우체국구분코드,우체국우편번호,관내우체국명,지방청명,총괄국명,우체국주소,우체국전화번호,우체국FAX번호,우편영업시간,금융영업시간
60882,47510,부산법원우체국,부산청,부산연제우체국,부산 연제구 법원로 31,051-505-7844,051-505-7846,09:00~18:00,09:00~16:30
60917,47596,부산연산5동우체국(업무중지( 재건축25.3.4~12.1,부산청,부산연제우체국,부산 연제구 월드컵대로 115,051-861-0001,051-862-1869,09:00~18:00,09:00~16:30
53449,59507,대서우체국,전남청,고흥우체국,전남 고흥군 대서면 석장2길 13,061-833-4004,061-832-1350,09:00~18:00,09:00~16:30
54142,59566,고흥오천우편취급국,전남청,고흥우체국,전남 고흥군 금산면 오천길 58,061-840-3744,061-844-7766,09:00~17:00,미운영
60515,49254,부산충무동우체국,부산청,부산우체국,부산 서구 충무대로 258,051-243-0205,051-243-2005,09:00~18:00,09:00~16:30
72024,37816,포항대도동우체국,경북청,포항우체국,경북 포항시 남구 상공로 130,054-275-2005,054-275-6218,09:00~18:00,09:00~16:30
30259,27832,진천우체국,충청청,진천우체국,충북 진천군 진천읍 중앙서로 48,043-532-2005,043-534-0074,09:00~18:00,09:00~16:30
31809,27853,진천덕산우체국,충청청,진천우체국,충북 진천군 덕산면 몽촌2길 3,043-536-4005,043-536-5100,09:00~18:00,09:00~16:30
31818,27858,진천초평우체국,충청청,진천우체국,충북 진천군 초평면 초동로 7,043-532-6001,043-534-0084,09:00~18:00,09:00~16:30
30035,34186,대전유성우체국,충청청,대전유성우체국,대전 유성구 온천로 51 (봉명동),042-828-8114,042-828-8119,09:00~18:00,09:00~16:30
30722,32757,부리우체국,충청청,금산우체국,충남 금산군 부리면 현내로 95,041-753-0001,041-752-8698,09:00~12:00,09:00~12:00
30740,32704,진산우체국,충청청,금산우체국,충남 금산군 진산면 읍내로 61,041-752-4000,041-753-3297,09:00~18:00,09:00~16:30
30759,32714,추부우체국,충청청,금산우체국,충남 금산군 추부면 마전로 52,041-752-5001,041-752-5115,09:00~18:00,09:00~16:30
32968,32723,제원우체국,충청청,금산우체국,충남 금산군 제원면 금강로 111,041-752-7001,041-754-0367,09:00~18:00,09:00~16:30
32986,32760,금산남일우체국,충청청,금산우체국,충남 금산군 남일면 금산로 518,041-752-9001,041-754-9001,09:00~18:00,09:00~16:30
33009,32703,금산복수우편취급국,충청청,금산우체국,충남 금산군 복수면 복수로 91,041-752-8001,041-754-8011,09:00~18:00,미운영
34462,34943,대전성모병원우편취급국,충청청,서대전우체국,대전 중구 대흥로 64(대흥동),042-254-8652,미운영,09:00~18:00,미운영
71643,36732,임동출장소,경북청,안동우체국,경북 안동시 임동면 편항1길 22 (중평리 ),054-822-2601,054-822-0455,09:00~18:00,09:00~16:30
73594,36760,하회마을우체국,경북청,안동우체국,경북  안동시 풍천면 지풍로 1468 (도양리),054-853-2001,054-852-9297,09:00~18:00,09:00~16:30
73601,36738,안동임하우체국,경북청,안동우체국,경북  안동시 임하면 충효로 3258 (신덕리 ),054-823-0001,054-823-0003,09:00~18:00,09:00~16:30
73610,36741,안동남선우체국(임시),경북청,안동우체국,경북 안동시 남선면 구미양지마길 16,054-822-1991,054-822-3531,09:00~18:00,09:00~16:30
73629,36755,안동남후우체국,경북청,안동우체국,경북 안동시 남후면 무릉길 105 (무릉리 ),054-859-6301,054-858-3093,09:00~18:00,09:00~16:30
73638,36611,안동와룡우체국,경북청,안동우체국,경북  안동시 와룡면 퇴계로 833 (태리),054-856-7152,054-856-7944,09:00~18:00,09:00~16:30
73647,36601,안동녹전우체국,경북청,안동우체국,경북  안동시 녹전면 녹전로 725 (신평리),054-856-0501,054-855-6062,09:00~18:00,09:00~16:30
73656,36604,안동도산우체국,경북청,안동우체국,경북  안동시 도산면 청계길 8 (온혜리),054-856-1001,054-855-7970,09:00~18:00,09:00~16:30
60524,49268,부산송도우체국,부산청,부산우체국,부산 서구 충무대로 47,051-243-0030,051-243-0878,09:00~18:00,09:00~16:30
32155,27147,제천청전동우체국,충청청,제천우체국,충북 제천시 청전대로 181 (청전동),043-646-3100,043-646-0100,09:00~18:00,09:00~16:30
30115,27164,제천우체국,충청청,제천우체국,충북 제천시 청전대로 72 (청전동),043-644-0002,043-644-0086,09:00~18:00,09:00~16:30
70084,38586,경산우체국,경북청,경산우체국,경북 경산시 백자로 130(사동),053-819-3704,053-819-3719,09:00~18:00,09:00~16:30
42213,11692,의정부1동우체국,경인청,의정부우체국,경기 의정부시 호국로 1318 (의정부동),031-856-2005,031-845-0014,09:00~18:00,09:00~16:30
42222,11673,의정부2동우체국,경인청,의정부우체국,경기 의정부시 시민로 35 (의정부동),031-877-2145,031-874-2004,09:00~18:00,09:00~16:30
42240,11730,신곡1동우체국,경인청,의정부우체국,경기 의정부시 발곡로 21 (신곡동),031-826-7676,031-826-7677,09:00~18:00,09:00~16:30
42268,11675,가능동우체국,경인청,의정부우체국,경기 의정부시 의정로 169 (가능동),031-873-4014,031-872-4842,09:00~18:00,09:00~16:30
45670,11785,의정부용현동우편취급국,경인청,의정부우체국,경기 의정부시 충의로57번길 30 (용현동),031-851-4004,031-851-4004,09:00~18:00,미운영
45689,11616,의정부지방법원우편출장소,경인청,의정부우체국,의정부시 녹양로 34번길 23,031)928-1920,031)826-6745,09:00~18:00,미운영
44011,11520,양주장흥우체국,경인청,양주우체국,경기 양주시 장흥면 호국로 168,031-855-5004,031-855-5528,09:00~18:00,09:00~16:30
44039,11508,백석우체국,경인청,양주우체국,경기 양주시 백석읍 부흥로1036번길 26,031-879-2004,031-879-2012,09:00~18:00,09:00~16:30
44048,11419,광적우체국,경인청,양주우체국,경기 양주시 광적면 가래비6길 6,031-836-3004,031-836-0883,09:00~18:00,09:00~16:30
70299,36540,영양우체국,경북청,영양우체국,경북 영양군 영양읍 중앙로 90,054-682-0001,054-683-3860,09:00~18:00,09:00~16:30
56379,55362,완주구이우체국,전북청,완주우체국,전북특별자치도 완주군 구이면 하학길 6,063-222-0002,063-222-3450,09:00~18:00,09:00~16:30
58695,55302,완주경천우편취급국,전북청,완주우체국,전북특별자치도 완주군 경천면 대둔산로 238,063-715-1236,070-7543-6223,09:00~18:00,미운영
33214,33654,마서우체국,충청청,서천우체국,충남 서천군 마서면 장서로 695-4,041-953-2008,041-951-2009,09:00~18:00,09:00~16:30
34784,33643,서천서부우편취급국,충청청,서천우체국,충남 서천군 서천읍 사곡길 4,041-951-4600,041-951-4600,09:00~18:00,미운영
34793,33674,장항창선우편취급국,충청청,서천우체국,충남 서천군 장항읍 장서로 38,041-956-4590,041-956-4590,09:00~18:00,미운영
33278,33617,서천문산우체국,충청청,서천우체국,충남 서천군 문산면 신농길 23,041-952-4001,041-952-3802,09:00~18:00,09:00~16:30
41832,13143,성남단대동우체국,경인청,성남우체국,경기 성남시 수정구 산성대로 475(단대동),031-744-0006,031-741-8956,09:00~18:00,09:00~16:30
41850,13326,성남수진동우체국,경인청,성남우체국,경기 성남시 수정구 산성대로 97(수진동),031-752-0004,031-757-9854,09:00~18:00,09:00~16:30
41869,13305,성남태평동우체국,경인청,성남우체국,경기 성남시 수정구 수정로 113(태평동),031-753-0004,031-758-0801,09:00~18:00,09:00~16:30
41887,13178,성남금광동우체국,경인청,성남우체국,경기 성남시 중원구 광명로 311(금광동),031-747-2005,031-742-6818,09:00~18:00,09:00~16:30
43103,13229,성남공단우체국,경인청,성남우체국,경기 성남시 중원구 둔촌대로 484(상대원동)  시콕스타워 B106,031-745-0006,031-747-8588,09:00~18:00,09:00~16:30
46131,13420,성남도촌동우체국,경인청,성남우체국,경기 성남시 중원구 도촌북로 30 (도촌동),031-752-2050,031-752-2054,09:00~18:00,09:00~16:30
45401,13390,성남하대원우편취급국,경인청,성남우체국,경기 성남시 중원구 둔촌대로 319(하대원동),031-722-2004,031-722-2004,09:00~18:00,미운영
45410,13368,성남중원우편취급국,경인청,성남우체국,경기 성남시 중원구 제일로 45(성남동),031-752-0066,031-758-2438,09:00~18:00,미운영
11307,05520,서울풍납동우체국,서울청,서울송파우체국,서울 송파구 올림픽로 575(풍납동),02-483-2006,02-471-5591,09:00~18:00,09:00~16:30
11316,05642,서울방이동우체국,서울청,서울송파우체국,서울 송파구 오금로 187(방이동),02-415-8295,02-2202-9544,09:00~18:00,09:00~16:30
11325,05771,서울거여동우체국,서울청,서울송파우체국,서울 송파구 양산로 3(거여동),02-402-2855,02-3402-3866,09:00~18:00,09:00~16:30
11334,05757,서울마천동우체국,서울청,서울송파우체국,서울 송파구 거마로20길 34(마천1동),02-408-4004,02-448-3229,09:00~18:00,09:00~16:30
11352,05649,서울오륜동우체국,서울청,서울송파우체국,서울 송파구 양재대로 1218(오륜동),02-404-0205,02-430-4232,09:00~18:00,09:00~16:30
11370,05717,서울가락본동우체국,서울청,서울송파우체국,서울 송파구 송파대로30길 36,02-408-0409,02-430-3585,09:00~18:00,09:00~16:30
11389,05666,서울송파1동우체국,서울청,서울송파우체국,서울 송파구 백제고분로42길 5(송파1동) 여성문화회관 1층,02-422-0004,02-418-2791,09:00~18:00,09:00~16:30
11398,05584,서울삼전동우체국,서울청,서울송파우체국,서울 송파구 백제고분로 256(삼전동),02-416-0004,02-419-0582,09:00~18:00,09:00~16:30
11405,05834,서울문정동우체국,서울청,서울송파우체국,서울 송파구 중대로 20(문정2동),02-448-0205,02-449-3869,09:00~18:00,09:00~16:30
11414,05501,서울잠실2동우체국,서울청,서울송파우체국,서울 송파구 올림픽로 107(잠실동),02-423-0004,02-419-0386,09:00~18:00,09:00~16:30
11432,05503,서울잠실3동우체국,서울청,서울송파우체국,서울 송파구 잠실로 51-33(잠실3동),02-412-2005,02-425-2180,09:00~18:00,09:00~16:30
13721,05657,서울오금대림우편취급국,서울청,서울송파우체국,서울 송파구 마천로 61(오금동),02-448-0015,02-404-2224,09:00~18:00,미운영
13730,05783,서울가락극동우편취급국,서울청,서울송파우체국,서울 송파구 동남로 208(가락동),02-404-2116,02-430-4160,09:00~18:00,미운영
13749,05674,서울송파한양우편취급국,서울청,서울송파우체국,서울 송파구 송이로 26(송파동),02-2202-0004,02-2202-0071,09:00~18:00,미운영
13767,05808,서울문정건영우편취급국,서울청,서울송파우체국,서울 송파구 새말로 103(문정동),02-404-5009,02-407-4058,09:00~18:00,미운영
13785,05505,서울아산병원우편취급국,서울청,서울송파우체국,서울 송파구 올림픽로43길 88(풍납2동),02-3010-7888,02-3010-7887,09:00~18:00,미운영
60533,49241,부산아미동우체국,부산청,부산우체국,부산 서구 구덕로 193,051-244-0014,051-256-0366,09:00~18:00,09:00~16:30
70057,41835,서대구우체국,경북청,서대구우체국,대구 서구 서대구로 97 (평리동),053-560-5335,053-560-5339,09:00~18:00,09:00~16:30
70646,41780,대구비산동우체국,경북청,서대구우체국,대구 서구 달서로 157 (비산동),053-558-0014,053-559-7976,09:00~18:00,09:00~16:30
70655,41713,대구비산7동우체국,경북청,서대구우체국,대구 서구 서대구로 358 (비산동),053-354-0100,053-354-6737,09:00~18:00,09:00~16:30
70673,41807,대구서문우체국,경북청,서대구우체국,대구 서구 큰장로 101 (내당동),053-571-3100,053-571-6399,09:00~18:00,09:00~16:30
70682,41846,대구중리동우체국,경북청,서대구우체국,대구 서구 평리로 148 (중리동),053-559-0201,053-555-8730,09:00~18:00,09:00~16:30
73816,36358,울진온정우체국,경북청,울진우체국,경북  울진군 온정면 소태로 9-16,054-787-3900,054-787-9250,09:00~18:00,09:00~16:30
30473,35205,대전둔산2동우체국,충청청,대전둔산우체국,대전 서구 청사로 279 (둔산동),042-488-4166,042-488-4167,09:00~18:00,09:00~16:30
30482,35201,대전만년동우체국,충청청,대전둔산우체국,대전 서구 만년로 15 (만년동),042-482-9099,042-482-9083,09:00~18:00,09:00~16:30
30508,35272,대전갈마동우체국,충청청,대전둔산우체국,대전 서구 갈마중로50번길 5 (갈마동),042-535-2007,042-534-5778,09:00~18:00,09:00~16:30
30517,35322,대전변동우체국,충청청,대전둔산우체국,대전 서구 도산로 189 (변동),042-523-3385,042-523-2005,09:00~18:00,09:00~16:30
30571,35364,대전관저동우체국,충청청,대전둔산우체국,대전 서구 관저북로 26 (관저동),042-543-2005,042-543-2004,09:00~18:00,09:00~16:30
30580,35226,대전월평1동우체국,충청청,대전둔산우체국,대전 서구 월평새뜸로4번길 110 (월평동),042-485-1955,042-488-9298,09:00~18:00,09:00~16:30
30606,35208,정부대전청사우체국,충청청,대전둔산우체국,"대전 서구 청사로 189, 민원동에서 방문증 발급 후 이용가능",042-485-1433,042-485-1434,09:00~18:00,09:00~16:30
35343,35371,대전관저2동우체국,충청청,대전둔산우체국,대전 서구 관저로 63 (관저동),042-545-2272,042-545-2274,09:00~18:00,09:00~16:30
34499,35230,대전향촌우편취급국,충청청,대전둔산우체국,"대전 서구 둔산북로36, 128호",042-472-8844,미운영,09:00~18:00,미운영
56468,55548,무주설천우체국,전북청,무주우체국,전북특별자치도 무주군 설천면 무설로 1606,063-324-7001,063-324-1744,09:00~18:00,09:00~16:30
34506,35210,대전월평하나로우편취급국,충청청,대전둔산우체국,"대전 서구 청사로 5, 하나로@상가 112호 (월평동, 하나로아파트)",042-487-0954,042-483-5558,09:00~18:00,미운영
34551,35245,대전삼천가람우편취급국,충청청,대전둔산우체국,"대전 서구 둔산로 201, 국화라이프아파트상가 106호(둔산동, 국화라이프아파트)",042-482-5001,042-482-5002,09:00~18:00,미운영
34579,35251,대전탄방동우편취급국,충청청,대전둔산우체국,"대전 서구 문예로 16, 한가람@상가 105호 (탄방동, 한가람아파트)",042-472-1164,미운영,09:00~18:00,미운영
30535,35307,대전용문동우체국,충청청,대전둔산우체국,대전 서구 계룡로 669 (용문동)업무중지,000-0000-0000,000-0000-0000,00:00~00:00,00:00~00:00
34588,35396,대전강변우편취급국,충청청,대전둔산우체국,"대전 서구 정림동로7번길 22, 무지개상가 134 (정림동)",042-582-6610,042-585-6612,09:00~18:00,미운영
30526,35287,대전괴정동우체국,충청청,대전둔산우체국,대전 서구 갈마로 196 (괴정동),042-522-2105,042-522-2106,09:00~18:00,09:00~16:30
30491,35400,대전도마동우체국,충청청,대전둔산우체국,대전 서구 계백로 1422 (도마동),042-582-2205,042-582-2206,09:00~18:00,09:00~16:30
30553,35399,대전정림동우체국,충청청,대전둔산우체국,대전 서구 정림로 4 (정림동),042-584-0291,042-582-6958,09:00~18:00,09:00~16:30
64933,47777,부산안락2동우편취급국,부산청,동래우체국,"부산 동래구 안락로125번길 31, B102호(안락동, 부산안락2동우편취급국)",051-531-3655,051-529-3655,09:00~18:00,미운영
